stay_length,lead_time,adr,hotel,is_canceled,is_repeated_guest,arrival_date_month,is_parking_required
3,160,161.33,City Hotel,0,0,June,0
2,8,90.0,City Hotel,0,0,November,0
1,3,104.0,City Hotel,0,1,July,0
3,189,65.0,City Hotel,0,0,May,0
1,25,115.0,City Hotel,0,0,April,0
1,57,99.0,City Hotel,0,0,August,0
5,14,151.0,City Hotel,0,0,July,0
2,84,118.8,City Hotel,0,0,October,0
2,102,87.0,City Hotel,0,0,October,0
3,297,106.0,City Hotel,1,0,December,0
1,37,76.5,City Hotel,0,0,October,0
2,92,166.5,City Hotel,0,0,April,0
4,4,99.15,Resort Hotel,0,0,April,0
3,161,133.61,City Hotel,0,0,October,0
5,12,47.5,Resort Hotel,0,0,April,0
4,11,72.07,City Hotel,0,0,February,0
1,7,80.0,Resort Hotel,0,0,May,0
2,14,182.0,City Hotel,1,0,March,0
4,95,132.6,City Hotel,0,0,May,0
5,6,152.0,City Hotel,1,0,March,0
2,282,113.9,City Hotel,0,0,March,0
5,161,127.8,City Hotel,1,0,June,0
2,118,126.0,City Hotel,0,0,June,0
3,6,66.0,City Hotel,0,0,February,0
5,131,105.74,City Hotel,0,0,June,0
6,95,142.17,City Hotel,1,0,May,0
3,111,89.1,City Hotel,1,0,June,0
2,147,99.5,City Hotel,1,0,July,0
4,13,109.0,City Hotel,0,0,October,0
2,59,214.0,Resort Hotel,1,0,July,0
4,9,129.0,Resort Hotel,0,0,June,0
2,7,58.8,Resort Hotel,0,0,October,1
1,12,130.0,City Hotel,0,0,October,0
3,186,130.5,City Hotel,1,0,April,0
4,86,120.0,City Hotel,0,0,July,0
2,117,214.0,Resort Hotel,0,0,June,1
3,97,150.3,City Hotel,0,0,August,0
5,6,102.41,City Hotel,0,0,October,0
3,4,139.95,Resort Hotel,0,0,April,1
3,27,111.33,City Hotel,0,0,March,0
2,53,183.5,City Hotel,0,0,October,1
2,30,88.9,City Hotel,0,0,March,0
4,98,139.5,City Hotel,0,0,May,0
1,7,76.0,Resort Hotel,0,1,May,0
5,204,117.1,City Hotel,0,0,May,0
3,206,72.0,City Hotel,0,0,March,0
1,4,81.0,City Hotel,0,0,February,0
3,95,58.0,Resort Hotel,0,0,October,0
4,53,66.5,City Hotel,0,0,October,0
2,3,36.0,Resort Hotel,0,1,November,1
5,181,86.63,City Hotel,0,0,July,0
4,226,70.88,Resort Hotel,0,0,June,0
3,71,72.5,Resort Hotel,0,0,March,1
2,66,108.0,City Hotel,0,0,October,0
7,151,239.65,Resort Hotel,0,0,August,0
2,96,118.8,City Hotel,1,0,October,0
4,226,28.64,Resort Hotel,0,0,March,0
4,29,74.8,City Hotel,1,0,November,0
2,54,88.0,City Hotel,0,0,November,0
3,52,60.0,City Hotel,0,0,November,0
3,45,126.0,City Hotel,0,0,November,0
3,213,107.1,City Hotel,0,0,June,0
2,59,109.0,City Hotel,0,0,April,0
4,217,90.1,City Hotel,0,0,May,0
3,139,93.0,City Hotel,0,0,February,0
1,43,109.49,City Hotel,0,0,June,0
1,176,86.63,City Hotel,0,0,July,0
10,307,50.88,Resort Hotel,0,0,May,0
4,5,90.0,City Hotel,0,0,August,0
10,315,92.78,Resort Hotel,0,0,September,0
3,79,98.1,City Hotel,0,0,May,0
3,52,37.33,City Hotel,0,0,December,0
1,184,117.0,Resort Hotel,1,0,April,0
1,65,118.8,City Hotel,0,0,April,0
5,74,269.0,Resort Hotel,0,0,August,0
7,270,32.4,Resort Hotel,0,0,March,0
4,65,100.3,City Hotel,1,0,March,0
4,172,126.0,City Hotel,0,0,May,0
4,19,139.0,Resort Hotel,0,0,October,0
2,1,45.5,Resort Hotel,0,1,February,0
3,215,75.0,City Hotel,0,0,November,0
2,132,105.3,City Hotel,0,0,May,0
7,121,119.85,City Hotel,0,0,May,0
1,14,126.0,Resort Hotel,0,1,July,1
2,15,120.0,City Hotel,0,0,May,0
7,205,67.32,Resort Hotel,1,0,May,0
8,33,65.0,City Hotel,0,0,January,0
2,105,103.5,City Hotel,1,0,April,0
3,4,98.0,Resort Hotel,0,0,November,0
3,3,127.3,Resort Hotel,0,0,July,0
5,90,136.8,City Hotel,1,0,April,0
2,60,126.0,City Hotel,1,0,July,0
2,2,122.23,Resort Hotel,0,0,June,1
7,113,32.4,Resort Hotel,1,0,December,0
2,66,99.9,City Hotel,0,0,April,0
2,143,114.3,City Hotel,1,0,August,0
1,263,96.0,City Hotel,1,0,September,0
8,33,147.9,City Hotel,1,0,November,0
5,34,85.0,City Hotel,0,0,August,0
2,4,37.0,Resort Hotel,0,0,January,1
3,23,128.0,City Hotel,0,0,March,0
4,60,25.0,Resort Hotel,0,0,March,0
3,122,107.0,City Hotel,1,0,March,0
1,52,160.0,City Hotel,0,0,June,0
4,115,60.0,City Hotel,1,0,February,0
4,72,116.27,City Hotel,0,0,October,0
3,177,90.9,City Hotel,0,0,October,0
3,316,100.0,City Hotel,0,0,May,0
4,56,185.0,City Hotel,0,0,September,0
5,109,51.84,Resort Hotel,0,0,April,0
3,46,90.0,City Hotel,0,0,March,0
4,138,37.8,Resort Hotel,0,0,February,0
3,24,285.17,City Hotel,1,0,May,0
2,22,216.0,Resort Hotel,0,0,August,0
7,27,92.0,City Hotel,0,0,October,0
1,3,88.2,City Hotel,0,0,March,0
4,92,189.0,City Hotel,0,0,June,0
4,131,108.0,City Hotel,1,0,June,0
1,15,98.0,City Hotel,0,0,July,0
4,77,74.6,Resort Hotel,1,0,September,0
3,10,146.0,City Hotel,0,0,May,0
1,1,145.0,Resort Hotel,0,0,July,1
2,11,125.0,City Hotel,0,0,August,0
2,13,54.5,Resort Hotel,0,0,April,0
2,16,210.0,City Hotel,0,0,August,0
2,189,100.0,City Hotel,1,0,June,0
2,280,138.38,Resort Hotel,0,0,August,0
3,44,199.67,City Hotel,0,0,May,0
3,35,70.0,City Hotel,0,0,October,0
2,2,123.0,Resort Hotel,0,0,April,1
10,242,72.2,Resort Hotel,0,0,June,0
3,87,130.67,City Hotel,1,0,May,0
8,83,139.0,Resort Hotel,0,0,July,0
3,93,89.0,Resort Hotel,0,0,September,0
7,124,78.95,City Hotel,0,0,May,0
7,67,56.0,Resort Hotel,1,0,March,0
3,205,94.5,City Hotel,1,0,August,0
7,155,106.55,Resort Hotel,0,0,July,0
5,116,124.3,City Hotel,0,0,December,0
7,225,85.0,City Hotel,0,0,March,0
2,34,130.0,City Hotel,0,0,May,0
11,174,70.0,Resort Hotel,0,0,June,0
2,132,152.1,City Hotel,0,0,July,0
2,12,65.0,City Hotel,1,1,October,0
1,11,140.0,City Hotel,0,1,August,1
3,73,85.8,City Hotel,1,0,March,0
4,224,66.0,Resort Hotel,0,0,May,0
2,11,46.0,Resort Hotel,0,0,December,0
3,159,114.3,City Hotel,1,0,August,0
2,175,121.5,City Hotel,0,0,August,0
3,77,149.4,City Hotel,1,0,September,0
2,28,85.6,City Hotel,0,0,November,0
4,71,130.5,City Hotel,0,0,May,0
1,60,67.15,City Hotel,1,0,July,0
7,190,274.45,Resort Hotel,1,0,July,0
4,16,43.0,City Hotel,0,0,January,0
5,208,67.15,City Hotel,0,0,August,0
3,11,158.0,Resort Hotel,0,0,July,0
6,53,180.0,Resort Hotel,0,0,August,1
1,14,198.0,City Hotel,0,0,March,0
2,211,99.0,City Hotel,0,0,August,0
4,286,99.0,City Hotel,0,0,May,0
1,1,33.0,Resort Hotel,0,0,November,1
7,159,43.93,Resort Hotel,0,0,October,0
3,55,103.8,City Hotel,0,0,March,0
5,272,129.6,Resort Hotel,0,0,August,0
1,2,199.0,Resort Hotel,0,0,September,1
3,48,95.4,City Hotel,1,0,January,0
1,8,75.0,City Hotel,0,0,July,0
4,117,89.25,City Hotel,0,0,April,0
1,2,48.0,Resort Hotel,0,0,January,1
1,50,158.4,City Hotel,0,0,October,0
2,232,98.1,City Hotel,1,0,October,0
2,4,72.75,City Hotel,0,0,November,1
2,16,85.0,Resort Hotel,0,0,May,0
1,2,150.0,Resort Hotel,0,0,June,0
3,105,141.0,City Hotel,0,0,April,0
2,3,163.0,Resort Hotel,0,0,February,1
9,211,124.54,Resort Hotel,0,0,August,0
1,6,41.4,Resort Hotel,0,0,December,0
6,27,142.72,City Hotel,1,0,April,0
3,26,84.6,Resort Hotel,1,0,November,0
3,4,66.0,City Hotel,0,0,January,0
1,27,68.0,Resort Hotel,0,0,March,0
3,1,110.0,City Hotel,1,1,June,0
6,110,195.0,Resort Hotel,1,0,July,0
3,6,159.0,City Hotel,0,0,September,0
1,65,65.0,City Hotel,0,0,January,0
3,1,131.0,Resort Hotel,0,0,September,1
3,7,78.42,Resort Hotel,0,0,October,1
3,104,160.0,City Hotel,1,0,May,0
1,12,72.0,City Hotel,1,1,October,0
14,344,46.75,Resort Hotel,0,0,September,0
4,112,89.25,City Hotel,0,0,May,0
4,26,50.0,Resort Hotel,0,0,December,0
1,77,44.64,Resort Hotel,0,0,December,0
1,52,79.2,City Hotel,1,0,January,0
1,1,65.0,City Hotel,0,0,November,0
5,53,65.0,City Hotel,0,0,March,0
3,62,135.0,City Hotel,0,0,April,0
7,10,136.14,City Hotel,1,0,September,0
4,92,103.5,City Hotel,0,0,November,0
5,233,67.5,Resort Hotel,1,0,May,0
2,21,110.0,City Hotel,1,0,October,0
5,5,100.3,City Hotel,0,0,February,0
1,28,144.38,City Hotel,0,0,October,0
4,79,125.38,City Hotel,0,0,April,0
7,234,51.85,Resort Hotel,0,0,September,0
6,84,230.0,Resort Hotel,0,0,August,0
1,214,136.0,Resort Hotel,0,0,September,0
9,14,88.33,City Hotel,1,0,March,0
1,2,48.5,Resort Hotel,0,1,April,1
2,3,128.0,City Hotel,0,0,March,0
1,6,45.0,Resort Hotel,0,1,May,0
3,180,80.1,City Hotel,0,0,July,0
1,9,95.0,City Hotel,0,0,October,0
6,303,159.23,City Hotel,1,0,December,0
2,266,107.1,City Hotel,1,0,July,0
5,155,148.58,City Hotel,1,0,December,0
8,257,201.66,City Hotel,0,0,April,0
2,53,62.0,City Hotel,0,0,August,0
2,8,75.0,City Hotel,0,0,December,0
3,184,90.9,City Hotel,1,0,October,0
2,18,97.5,City Hotel,1,0,January,0
1,16,259.0,Resort Hotel,1,0,August,0
1,222,86.63,City Hotel,0,0,August,0
1,1,93.0,City Hotel,0,0,January,0
5,169,158.95,City Hotel,0,0,July,0
3,151,63.75,City Hotel,0,0,August,0
3,19,26.1,Resort Hotel,0,0,November,0
1,16,137.0,Resort Hotel,0,0,October,0
1,28,87.0,City Hotel,0,0,December,0
2,48,89.3,City Hotel,0,0,February,1
3,318,99.0,City Hotel,0,0,May,0
1,46,79.2,City Hotel,1,0,November,0
3,72,56.67,Resort Hotel,0,0,February,0
2,6,81.0,City Hotel,0,0,February,0
7,174,68.43,Resort Hotel,0,0,October,0
9,171,106.85,Resort Hotel,0,1,July,0
7,15,49.4,Resort Hotel,0,0,November,0
3,74,120.0,City Hotel,0,0,July,0
3,130,99.0,City Hotel,1,0,April,0
2,10,52.8,Resort Hotel,0,0,January,0
9,104,120.8,City Hotel,0,0,July,0
3,244,36.0,Resort Hotel,1,0,September,0
1,5,45.0,Resort Hotel,0,0,April,0
3,33,80.3,City Hotel,0,0,February,0
3,11,149.33,City Hotel,0,0,September,0
3,88,60.0,City Hotel,0,0,March,0
2,70,80.33,City Hotel,0,0,December,0
2,21,49.2,Resort Hotel,1,0,October,0
2,11,94.0,Resort Hotel,0,0,November,1
9,196,88.5,Resort Hotel,1,0,June,0
4,52,82.08,City Hotel,0,0,November,0
4,1,170.0,City Hotel,0,0,September,0
1,1,66.0,Resort Hotel,0,1,May,0
3,83,103.8,City Hotel,0,0,March,0
1,21,99.0,Resort Hotel,0,0,April,0
3,49,46.66,Resort Hotel,0,0,April,0
1,16,83.03,City Hotel,1,0,March,0
6,16,231.0,Resort Hotel,0,0,August,0
4,68,126.0,City Hotel,0,0,April,0
7,364,60.0,Resort Hotel,0,0,October,0
1,6,75.0,Resort Hotel,0,0,May,0
4,23,96.0,City Hotel,1,0,March,0
2,10,103.0,City Hotel,0,0,March,0
7,214,44.64,Resort Hotel,0,0,March,0
5,55,29.0,Resort Hotel,0,0,November,0
3,16,102.33,City Hotel,0,0,June,0
2,7,54.5,Resort Hotel,0,0,April,0
4,70,95.2,City Hotel,1,0,April,0
2,40,70.0,City Hotel,0,0,October,0
5,112,171.2,Resort Hotel,0,0,August,0
3,34,95.99,City Hotel,0,0,March,0
2,6,126.0,City Hotel,0,0,May,0
5,190,326.5,City Hotel,0,0,August,0
7,169,154.93,City Hotel,0,0,August,0
7,45,308.14,Resort Hotel,0,0,August,0
3,101,81.25,City Hotel,0,0,July,0
2,12,150.0,City Hotel,1,0,July,0
1,39,67.0,City Hotel,0,0,July,1
3,42,102.0,Resort Hotel,0,0,April,1
4,89,144.0,City Hotel,0,0,May,0
2,2,37.6,Resort Hotel,0,0,October,0
4,64,29.0,Resort Hotel,1,0,February,0
1,116,108.9,City Hotel,1,0,May,0
3,101,80.75,City Hotel,0,0,May,0
4,18,93.88,City Hotel,0,0,December,1
5,134,140.0,Resort Hotel,0,0,July,0
3,54,96.0,City Hotel,1,0,November,0
28,210,47.57,Resort Hotel,1,0,December,0
3,96,110.4,City Hotel,0,0,May,0
3,72,85.67,City Hotel,0,0,October,0
2,316,109.8,City Hotel,1,0,May,0
7,68,58.0,Resort Hotel,1,0,May,0
7,142,65.75,Resort Hotel,0,0,February,0
8,254,125.0,Resort Hotel,0,0,June,0
2,22,88.2,Resort Hotel,0,0,July,0
3,52,280.74,Resort Hotel,0,0,July,1
4,89,183.5,Resort Hotel,0,0,August,0
6,90,231.0,Resort Hotel,1,0,August,0
3,95,146.67,City Hotel,0,0,July,0
7,129,149.0,City Hotel,0,0,June,0
2,5,220.0,City Hotel,0,0,May,0
2,97,162.0,Resort Hotel,0,0,July,1
2,7,103.18,City Hotel,0,0,October,0
1,138,114.3,City Hotel,0,0,May,1
2,78,232.0,Resort Hotel,0,0,August,0
1,1,80.0,Resort Hotel,0,0,November,1
1,2,85.0,City Hotel,0,0,February,0
1,2,104.72,City Hotel,0,0,October,0
4,211,107.1,City Hotel,0,0,June,0
5,20,122.2,City Hotel,0,0,March,0
5,33,154.0,Resort Hotel,0,0,August,0
2,176,79.2,City Hotel,0,0,March,0
7,270,138.38,Resort Hotel,1,0,July,0
3,143,120.0,City Hotel,0,0,June,0
7,226,112.0,Resort Hotel,0,0,July,0
2,5,138.0,City Hotel,0,0,August,0
3,31,129.0,City Hotel,0,0,October,0
2,4,90.0,City Hotel,0,0,November,0
2,27,139.0,City Hotel,0,0,September,0
6,319,81.0,Resort Hotel,1,0,October,0
4,5,79.2,City Hotel,0,0,February,0
3,3,63.0,City Hotel,0,0,August,0
2,32,126.0,City Hotel,0,0,April,0
7,87,50.4,Resort Hotel,1,0,December,0
16,84,33.31,Resort Hotel,1,0,January,0
3,132,29.16,Resort Hotel,1,0,January,0
3,9,249.0,City Hotel,0,0,September,0
3,276,103.37,Resort Hotel,0,0,July,1
2,188,107.1,City Hotel,0,0,July,0
10,119,97.4,Resort Hotel,0,0,June,0
2,6,93.5,City Hotel,0,0,February,0
4,43,58.0,Resort Hotel,0,0,February,0
1,212,99.0,City Hotel,1,0,April,0
6,327,117.0,City Hotel,1,0,September,0
6,64,73.5,Resort Hotel,0,0,September,0
2,56,120.0,City Hotel,0,0,May,0
1,124,54.05,Resort Hotel,0,0,November,0
3,16,132.33,City Hotel,0,0,June,0
2,13,67.0,City Hotel,0,1,January,1
3,75,91.33,City Hotel,0,0,May,0
1,3,42.0,Resort Hotel,0,0,March,1
2,15,88.8,City Hotel,1,0,March,0
5,51,145.6,Resort Hotel,0,0,September,1
8,183,123.0,Resort Hotel,0,0,September,0
4,70,97.33,City Hotel,0,0,April,0
6,28,75.0,City Hotel,0,0,February,0
3,62,132.3,City Hotel,1,0,October,0
1,47,65.0,City Hotel,0,0,December,0
2,307,138.38,Resort Hotel,0,0,August,0
2,54,279.0,Resort Hotel,0,0,August,1
5,22,72.0,Resort Hotel,0,0,November,0
2,11,1.48,City Hotel,1,0,December,0
5,169,101.25,City Hotel,0,0,July,1
2,97,101.25,City Hotel,0,0,May,0
7,13,90.0,Resort Hotel,1,0,September,0
7,189,103.1,City Hotel,0,0,July,0
12,117,46.8,Resort Hotel,0,0,November,0
5,50,58.94,City Hotel,0,0,January,0
4,71,90.95,City Hotel,0,0,March,0
3,9,136.0,City Hotel,1,0,July,0
4,10,172.0,City Hotel,0,0,April,0
7,342,78.81,Resort Hotel,1,0,October,0
1,1,43.0,Resort Hotel,0,0,February,0
3,126,80.75,City Hotel,0,0,June,0
3,2,109.33,Resort Hotel,0,0,February,1
7,101,49.4,Resort Hotel,0,0,March,0
4,60,104.4,City Hotel,1,0,March,0
4,88,170.0,City Hotel,1,0,September,0
2,12,160.2,City Hotel,0,0,September,0
4,76,122.4,City Hotel,1,0,August,0
4,38,103.95,City Hotel,0,0,March,0
3,18,110.46,City Hotel,0,0,July,0
2,55,75.0,City Hotel,0,0,September,0
1,3,50.0,Resort Hotel,0,0,April,0
9,107,58.52,Resort Hotel,0,0,June,0
1,62,35.0,Resort Hotel,0,0,March,0
3,59,101.1,City Hotel,1,0,June,0
1,26,164.0,City Hotel,0,0,May,0
7,211,147.74,Resort Hotel,0,0,August,1
4,77,171.0,City Hotel,1,0,April,0
5,14,199.8,City Hotel,0,0,October,0
7,44,129.45,Resort Hotel,0,0,October,0
8,6,208.0,City Hotel,0,0,March,0
4,88,88.4,City Hotel,1,0,February,0
4,52,100.3,City Hotel,0,0,March,0
3,40,85.0,City Hotel,0,0,March,0
1,1,84.0,City Hotel,0,0,July,0
7,38,126.77,City Hotel,1,0,June,0
1,33,80.0,Resort Hotel,1,0,September,0
3,350,90.0,City Hotel,1,0,September,0
1,19,120.0,City Hotel,0,0,May,0
4,132,103.0,Resort Hotel,1,0,October,0
1,1,30.0,Resort Hotel,0,0,February,0
3,59,60.0,City Hotel,0,0,November,0
3,28,65.0,City Hotel,1,0,March,0
1,10,76.4,Resort Hotel,0,0,December,0
8,345,138.38,Resort Hotel,0,0,July,0
1,56,88.01,City Hotel,0,0,July,0
4,169,60.0,Resort Hotel,0,1,March,0
2,1,116.0,Resort Hotel,0,0,April,0
2,217,71.2,Resort Hotel,1,0,April,0
1,4,180.0,City Hotel,0,0,September,0
4,68,112.2,City Hotel,1,0,April,0
5,35,76.5,City Hotel,0,0,March,0
2,39,63.72,Resort Hotel,0,0,December,0
4,26,87.0,Resort Hotel,1,0,February,0
3,115,243.0,Resort Hotel,0,0,August,1
1,7,175.0,City Hotel,0,0,April,0
4,127,123.75,City Hotel,1,0,June,0
5,151,160.0,Resort Hotel,1,0,July,0
3,7,251.0,Resort Hotel,0,0,August,0
3,228,132.9,City Hotel,0,0,July,0
5,118,114.3,City Hotel,0,0,August,0
3,105,94.5,City Hotel,0,0,April,0
1,90,159.3,City Hotel,0,0,August,0
3,25,154.0,City Hotel,1,0,December,0
1,13,136.0,Resort Hotel,0,0,June,1
5,167,72.25,City Hotel,0,0,August,0
6,54,95.02,Resort Hotel,1,0,July,0
4,76,117.3,City Hotel,1,0,March,0
7,9,146.0,Resort Hotel,0,0,August,1
4,203,102.08,City Hotel,0,0,September,0
3,50,57.5,City Hotel,0,0,March,0
2,48,126.0,City Hotel,0,0,September,0
10,218,140.0,Resort Hotel,1,0,June,0
7,211,63.91,Resort Hotel,0,0,September,0
1,20,48.0,Resort Hotel,0,0,April,0
1,16,103.0,Resort Hotel,0,0,April,1
10,111,44.28,Resort Hotel,0,0,October,0
3,52,57.0,Resort Hotel,0,0,June,0
2,20,98.0,City Hotel,0,0,February,0
7,174,180.0,Resort Hotel,1,0,August,0
4,125,187.85,City Hotel,0,0,June,0
3,98,70.0,City Hotel,0,0,November,0
1,98,85.5,City Hotel,1,0,June,0
1,2,46.0,Resort Hotel,0,0,November,1
3,278,78.3,City Hotel,0,0,December,0
3,70,96.3,City Hotel,0,0,April,0
2,23,81.0,Resort Hotel,0,0,April,1
2,8,133.0,City Hotel,0,0,August,0
2,207,79.2,City Hotel,0,0,February,0
2,6,189.0,City Hotel,0,0,April,1
3,18,82.13,City Hotel,0,0,October,0
5,179,91.4,Resort Hotel,0,0,July,0
1,3,56.0,Resort Hotel,0,1,April,0
1,1,48.0,Resort Hotel,0,0,October,0
4,96,76.0,Resort Hotel,0,0,September,1
3,58,120.0,City Hotel,1,0,April,0
7,12,137.14,City Hotel,1,0,May,0
7,89,145.75,Resort Hotel,0,0,August,1
4,49,112.2,City Hotel,0,0,April,0
3,95,68.2,City Hotel,0,0,April,0
4,17,138.0,City Hotel,0,0,September,0
7,199,187.37,Resort Hotel,0,0,August,0
4,181,119.25,City Hotel,0,0,August,0
7,115,144.13,City Hotel,0,0,August,0
3,27,72.67,Resort Hotel,0,0,April,0
2,86,121.5,City Hotel,0,0,July,0
6,67,163.5,Resort Hotel,0,0,August,0
6,206,80.0,Resort Hotel,1,0,September,0
2,12,148.0,City Hotel,1,0,December,0
7,260,40.95,Resort Hotel,0,0,May,0
1,9,65.0,City Hotel,0,0,December,0
4,40,215.1,Resort Hotel,0,0,July,0
4,47,93.5,City Hotel,0,0,March,0
5,251,81.5,City Hotel,1,0,August,0
4,5,80.0,City Hotel,0,0,December,0
4,177,80.75,City Hotel,1,0,July,0
1,133,118.8,City Hotel,1,0,April,0
2,17,114.0,City Hotel,0,0,June,0
4,56,154.71,City Hotel,1,0,June,0
4,7,43.0,Resort Hotel,0,0,February,0
3,12,153.33,City Hotel,0,0,April,0
5,12,146.7,Resort Hotel,0,0,July,0
4,94,171.32,Resort Hotel,0,0,July,0
2,233,60.0,City Hotel,0,0,November,0
2,194,90.0,City Hotel,0,0,April,0
5,259,131.43,City Hotel,0,0,December,0
2,112,120.0,City Hotel,0,0,October,0
2,149,235.0,City Hotel,1,0,August,0
1,15,86.0,City Hotel,0,0,January,1
3,186,80.0,City Hotel,0,0,April,0
4,81,155.25,City Hotel,0,0,May,0
2,64,79.2,City Hotel,1,0,November,0
3,348,90.0,City Hotel,1,0,June,0
5,73,37.8,Resort Hotel,0,0,January,0
3,123,153.0,City Hotel,1,0,June,0
1,2,167.0,Resort Hotel,0,0,August,0
3,76,76.5,City Hotel,1,0,July,0
1,1,99.0,City Hotel,0,0,March,0
3,124,114.3,City Hotel,0,0,May,0
3,50,147.3,City Hotel,0,0,June,0
1,204,103.05,City Hotel,1,0,April,0
3,211,174.2,City Hotel,0,0,August,1
10,157,55.68,Resort Hotel,0,0,July,0
3,19,139.0,City Hotel,0,0,September,0
1,10,37.0,Resort Hotel,0,1,January,1
1,5,80.0,City Hotel,0,0,June,0
4,12,34.0,Resort Hotel,0,0,March,0
5,71,134.0,Resort Hotel,1,0,July,0
3,34,120.0,City Hotel,0,0,June,0
5,62,128.0,Resort Hotel,1,0,April,0
1,74,134.0,Resort Hotel,0,0,August,0
3,55,69.5,City Hotel,1,0,March,0
3,143,207.5,Resort Hotel,0,0,July,1
6,88,149.4,City Hotel,1,0,September,0
3,16,87.3,City Hotel,1,0,January,0
3,35,106.0,City Hotel,0,0,January,0
8,150,155.0,Resort Hotel,1,0,June,0
2,16,89.0,City Hotel,0,0,November,0
2,159,65.0,City Hotel,0,0,April,0
10,248,76.76,Resort Hotel,0,0,May,0
2,18,101.0,City Hotel,1,0,April,0
1,1,99.0,Resort Hotel,0,0,October,1
7,36,123.0,Resort Hotel,0,0,August,0
2,9,104.0,City Hotel,0,0,June,0
1,13,127.0,City Hotel,1,0,February,0
5,216,166.0,Resort Hotel,1,0,August,0
1,18,74.0,City Hotel,0,1,December,0
3,220,73.33,City Hotel,0,0,June,0
6,223,66.0,Resort Hotel,0,0,May,0
7,235,65.7,Resort Hotel,0,0,May,0
3,3,62.0,Resort Hotel,0,0,March,0
1,10,57.0,Resort Hotel,0,0,December,0
3,3,133.0,City Hotel,0,0,September,0
5,152,147.06,City Hotel,0,0,June,0
3,3,52.8,Resort Hotel,1,0,January,0
7,143,106.75,City Hotel,0,0,August,1
3,2,35.33,Resort Hotel,0,0,February,0
4,158,82.88,City Hotel,0,0,July,0
4,259,156.6,City Hotel,0,0,August,0
3,25,44.0,Resort Hotel,0,0,February,0
2,27,99.0,City Hotel,1,0,April,0
2,44,114.0,City Hotel,1,0,April,0
3,222,117.0,City Hotel,1,0,August,0
1,9,64.0,City Hotel,0,1,November,0
14,97,96.9,Resort Hotel,0,0,May,0
3,273,143.1,Resort Hotel,0,0,June,0
5,36,140.0,City Hotel,0,0,July,0
4,50,48.0,Resort Hotel,1,0,December,0
3,197,152.5,Resort Hotel,1,0,July,0
3,108,97.2,City Hotel,0,0,March,0
1,1,35.0,Resort Hotel,0,1,January,0
4,14,228.5,Resort Hotel,0,0,August,0
14,124,110.7,Resort Hotel,0,0,August,0
4,100,89.1,City Hotel,0,0,August,0
2,68,129.0,City Hotel,1,0,August,0
4,173,84.43,City Hotel,0,0,September,0
3,107,126.0,City Hotel,0,0,June,0
4,140,150.0,Resort Hotel,0,0,July,1
3,219,96.3,City Hotel,1,0,October,0
1,297,54.0,Resort Hotel,0,0,May,0
7,279,72.2,Resort Hotel,0,0,August,0
2,39,271.0,Resort Hotel,0,0,July,0
3,29,65.0,City Hotel,0,0,January,0
8,206,37.4,Resort Hotel,0,0,April,0
2,195,130.5,City Hotel,1,0,June,0
10,62,49.7,Resort Hotel,0,0,October,0
10,194,71.55,Resort Hotel,0,0,September,0
3,233,80.1,City Hotel,0,0,July,0
5,98,90.97,City Hotel,0,0,June,0
3,51,70.33,Resort Hotel,0,0,December,1
3,123,150.0,Resort Hotel,1,0,April,0
3,15,145.0,City Hotel,1,0,July,0
1,185,106.0,City Hotel,0,0,August,0
4,151,162.0,City Hotel,0,0,May,0
5,1,42.0,Resort Hotel,1,0,February,0
3,43,178.2,City Hotel,1,0,October,0
3,86,49.07,City Hotel,0,0,November,0
2,20,150.0,City Hotel,0,0,June,0
1,80,185.0,City Hotel,0,0,June,0
3,163,76.5,City Hotel,1,0,July,0
2,267,115.2,City Hotel,1,0,October,0
8,176,135.2,Resort Hotel,0,0,June,0
5,32,135.0,Resort Hotel,0,0,July,0
2,42,92.0,Resort Hotel,0,0,May,1
7,118,79.2,Resort Hotel,0,0,October,0
1,14,140.0,City Hotel,0,0,May,0
4,13,98.0,Resort Hotel,0,0,June,0
1,13,125.0,City Hotel,0,1,April,0
7,279,95.71,Resort Hotel,0,0,September,0
1,364,75.0,City Hotel,0,0,June,0
2,82,83.16,City Hotel,0,0,May,0
3,19,171.0,City Hotel,0,0,March,1
7,36,175.26,Resort Hotel,0,0,August,0
1,6,65.0,City Hotel,1,1,May,0
7,44,73.4,Resort Hotel,0,0,December,0
1,61,50.0,Resort Hotel,0,1,May,0
4,115,34.0,Resort Hotel,1,0,November,0
2,23,283.23,City Hotel,0,0,August,0
8,66,82.8,City Hotel,0,0,November,0
6,5,80.76,City Hotel,0,0,February,0
7,38,101.83,City Hotel,0,0,September,0
3,230,107.1,City Hotel,1,0,May,0
6,20,96.9,City Hotel,0,0,November,0
3,9,166.67,City Hotel,0,0,August,0
4,19,62.0,City Hotel,0,0,July,0
2,14,90.0,Resort Hotel,1,0,May,0
14,186,62.9,Resort Hotel,0,0,June,0
1,1,75.0,City Hotel,0,1,March,0
6,178,139.5,City Hotel,0,0,August,1
2,57,135.9,City Hotel,0,0,August,0
3,194,162.0,City Hotel,1,0,April,0
3,74,93.6,City Hotel,0,0,November,0
5,179,171.66,City Hotel,0,0,August,0
12,83,105.0,Resort Hotel,0,0,September,0
4,134,137.7,City Hotel,1,0,September,0
5,136,144.9,City Hotel,1,0,September,0
3,94,174.6,City Hotel,1,0,May,0
1,5,55.0,Resort Hotel,0,0,November,0
